comp2	-
comp4	-
comp9	tr|R1FP05;Uncharacterized protein
comp10	-
comp12	-
comp13	sp|P0CH37;NADP-dependent alcohol dehydrogenase C 2
comp14	-
comp17	-
comp18	-
comp19	-
comp23	-
comp29	-
comp30	-
comp37	-
comp38	-
comp40	-
comp43	-
comp52	sp|Q9V535;RNA-binding protein 8A
comp54	tr|D8TYY8;Putative uncharacterized protein
comp55	-
comp56	sp|Q569L8;Centromere protein J
comp57	-
comp59	-
comp60	-
comp61	-
comp64	tr|B9X0T7;Phosphoenolpyruvate carboxylase
comp67	-
comp68	tr|R1G000;Uncharacterized protein (Fragment)
comp70	-
comp71	-
comp72	-
comp73	-
comp76	-
comp78	-
comp80	sp|P09205;Tubulin alpha-2 chain
comp81	sp|Q86TZ1;Tetratricopeptide repeat protein 6
comp82	-
comp84	sp|Q9VLV5;Probable small nuclear ribonucleoprotein E
comp86	-
comp87	tr|B9QZI7;Conserved domain protein
comp89	tr|Q8CMJ0;Putative surface lipoprotein
comp97	tr|I0H5K9;Uncharacterized protein
comp98	-
comp100	-
comp106	-
comp107	-
comp109	-
comp111	tr|A7AW16;Pentatricopeptide repeat domain containing protein
comp113	-
comp114	-
comp115	sp|Q99MJ9;ATP-dependent RNA helicase DDX50
comp117	-
comp121	tr|C1MQ75;Predicted protein
comp123	-
comp126	-
comp128	-
comp131	-
comp134	-
comp135	sp|Q5E9D6;Haloacid dehalogenase-like hydrolase domain-containing protein 3
comp137	-
comp141	-
comp142	-
comp144	-
comp146	sp|Q8MTI2;Putative surface protein bspA-like
comp147	-
comp151	sp|Q0WLC6;Pentatricopeptide repeat-containing protein At4g34830, chloroplastic
comp152	-
comp158	-
comp159	-
comp160	sp|Q87L95;Methionine synthase
comp162	-
comp163	sp|Q6PFX9;Tankyrase-1
comp167	tr|F2U0E5;Putative uncharacterized protein
comp169	tr|C4B7Q7;Tubular mastigoneme protein
comp170	-
comp172	-
comp174	sp|P08524;Farnesyl pyrophosphate synthase
comp175	tr|D2V7W0;Predicted protein
comp177	-
comp178	tr|C5KWK3;Putative uncharacterized protein
comp179	-
comp184	-
comp188	-
comp191	sp|P09437;Cytochrome b2, mitochondrial
comp194	-
comp197	-
comp200	-
comp207	-
comp208	-
comp210	sp|Q9EQG6;Kinase D-interacting substrate of 220 kDa
comp211	-
comp216	sp|P07259;Protein URA2
comp220	-
comp223	-
comp226	-
comp232	sp|Q8I3Z1;MATH and LRR domain-containing protein PFE0570w
comp233	tr|R1ETS1;Uncharacterized protein
comp235	sp|Q10494;Uncharacterized oxidoreductase C26F1.07
comp236	-
comp240	sp|Q8N653;Leucine-zipper-like transcriptional regulator 1
comp241	tr|L1JXQ4;Uncharacterized protein
comp243	tr|R1DGN5;Uncharacterized protein
comp244	-
comp247	-
comp250	tr|M4AZE1;Uncharacterized protein
comp253	sp|Q08CL3;Kelch repeat and BTB domain-containing protein 8
comp254	-
comp256	-
comp262	-
comp264	-
comp267	-
comp268	-
comp271	-
comp273	sp|Q8YRU9;Transketolase
comp274	tr|E8Z657;Arginine/serine-rich splicing factor4-like (Fragment)
comp275	-
comp278	-
comp280	-
comp283	-
comp287	-
comp289	-
comp291	-
comp292	tr|A6P4C0;Tubular mastigoneme protein
comp298	-
comp299	tr|E1Z4H0;Putative uncharacterized protein
comp301	sp|Q924Y0;Gamma-butyrobetaine dioxygenase
comp303	-
comp305	-
comp306	-
comp307	-
comp311	-
comp315	-
comp317	-
comp318	-
comp320	-
comp322	-
comp324	-
comp325	sp|Q9SXD1;Pentatricopeptide repeat-containing protein At1g62670, mitochondrial
comp328	sp|O04536;Probable galacturonosyltransferase-like 9
comp329	tr|D5GZ88;Conserved protein
comp332	tr|C1EG65;Predicted protein
comp334	-
comp340	-
comp341	tr|Q017X7;General substrate transporter (ISS) (Fragment)
comp345	-
comp347	-
comp349	-
comp351	-
comp352	sp|Q5UQ97;Uncharacterized protein L539
comp353	-
comp354	sp|Q86KR9;Prolyl 4-hydroxylase subunit alpha
comp361	-
comp363	-
comp364	sp|Q8C2P3;tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like
comp365	-
comp366	sp|Q9LUJ4;Pentatricopeptide repeat-containing protein At3g22670, mitochondrial
comp369	tr|R1FGZ8;Uncharacterized protein
comp381	sp|Q7KN62;Transitional endoplasmic reticulum ATPase TER94
comp382	tr|R1G429;Uncharacterized protein
comp383	-
comp386	sp|Q5M7N9;Extended synaptotagmin-3
comp387	-
comp389	-
comp391	-
comp393	-
comp394	sp|Q56YP2;Phosphatidylinositol 4-phosphate 5-kinase 1
comp397	tr|C5LQ72;Putative uncharacterized protein (Fragment)
comp400	sp|Q92368;Cell differentiation protein rcd1
comp401	-
comp404	-
comp412	tr|F9RQT6;PKD domain-containing protein (Fragment)
comp416	sp|Q5B995;Non-histone chromosomal protein 6
comp417	-
comp420	sp|Q11212;Actin (Fragment)
comp423	-
comp424	tr|R7V7Y4;Uncharacterized protein
comp426	-
comp432	sp|Q2TBW8;60S ribosomal protein L10-like
comp433	-
comp435	-
comp442	sp|Q9DB26;Phytanoyl-CoA dioxygenase domain-containing protein 1
comp444	sp|Q9C505;Eukaryotic translation initiation factor 5A-3
comp445	tr|F2D0C6;Predicted protein
comp448	tr|F0XVL7;Putative uncharacterized protein
comp452	-
comp458	-
comp459	-
comp462	-
comp464	sp|P37142;Bifunctional aspartokinase/homoserine dehydrogenase, chloroplastic (Fragment)
comp467	-
comp468	-
comp470	-
comp471	sp|Q4N594;Cytochrome c
comp473	-
comp474	-
comp475	tr|R1DFP9;Uncharacterized protein
comp476	-
comp477	tr|B5YN84;Predicted protein
comp479	sp|Q9ZR37;Dual specificity protein phosphatase 1
comp481	tr|A0CDJ5;Chromosome undetermined scaffold_17, whole genome shotgun sequence
comp482	-
comp483	-
comp494	sp|Q9JLC8;Sacsin
comp496	-
comp498	sp|Q6DRD3;DNA polymerase beta
comp500	-
comp504	-
comp506	sp|Q6PFY8;Tripartite motif-containing protein 45
comp508	sp|Q8RX29;RING-H2 finger protein ATL70
comp510	sp|Q86W25;NACHT, LRR and PYD domains-containing protein 13
comp515	sp|Q6AK07;GTPase obg
comp520	-
comp525	-
comp526	-
comp527	-
comp529	sp|Q4DJ07;Prostaglandin F synthase
comp530	-
comp533	-
comp535	-
comp536	tr|I1G689;Uncharacterized protein
comp537	-
comp538	-
comp539	sp|Q9P974;Eukaryotic translation initiation factor 4E
comp540	-
comp541	-
comp542	-
comp544	-
comp545	-
comp551	tr|Q0AMP5;Vault protein inter-alpha-trypsin domain protein (Precursor)
comp552	-
comp553	-
comp555	sp|Q84JE8;Polynucleotide 3'-phosphatase ZDP
comp557	-
comp559	-
comp561	tr|R1DD18;Uncharacterized protein
comp562	-
comp564	-
comp567	-
comp568	-
comp570	-
comp571	-
comp576	sp|Q3EAR7;Probable glycosyltransferase At3g42180
comp578	-
comp579	-
comp580	-
comp582	-
comp585	sp|P42519;Protein Star
comp591	-
comp598	sp|P31320;cAMP-dependent protein kinase regulatory subunit
comp599	tr|N6WP16;Enoyl-CoA hydratase/isomerase family protein
comp601	-
comp603	-
comp605	tr|D8LIG8;DNA glycosylase
comp606	-
comp608	sp|B3NP10;Protein arginine N-methyltransferase 7
comp609	sp|Q2KJI2;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
comp611	sp|Q21268;UPF0046 protein K07C11.7
comp612	-
comp613	-
comp614	sp|Q9FWC1;Probable trehalase
comp616	-
comp618	-
comp620	-
comp622	-
comp624	tr|F0VNH4;Putative uncharacterized protein
comp627	-
comp629	-
comp630	sp|O23254;Serine hydroxymethyltransferase 4
comp631	-
comp635	-
comp637	-
comp638	-
comp641	-
comp642	-
comp643	-
comp648	-
comp649	-
comp650	-
comp651	sp|Q8KWT4;Bacilysin biosynthesis oxidoreductase BacC
comp652	-
comp654	sp|Q9SIC9;Pentatricopeptide repeat-containing protein At2g31400, chloroplastic
comp658	-
comp667	tr|;
comp668	-
comp671	tr|Q5ENM9;Chloroplast light harvesting complex protein (Fragment)
comp674	tr|L1IIK5;Uncharacterized protein
comp675	-
comp676	sp|Q31QE7;ATP-dependent Clp protease adapter protein ClpS
comp678	-
comp682	sp|Q68W49;Uncharacterized protein RT0683
comp686	sp|Q9P6Q1;UPF0001 protein C644.09
comp691	-
comp692	-
comp693	-
comp694	-
comp696	-
comp697	-
comp698	sp|Q04960;DnaJ protein homolog
comp702	-
comp703	sp|Q044A7;Elongation factor 4
comp706	-
comp707	sp|Q05094;Cysteine proteinase 2
comp710	sp|Q7T3H9;Putative hydroxypyruvate isomerase
comp711	tr|R1DVD2;Uncharacterized protein
comp712	-
comp713	tr|C5KIF1;Protein kinase NPK2, putative
comp714	-
comp715	-
comp717	tr|L8H8Y3;Uncharacterized protein
comp721	sp|Q9LHD2;Probable galacturonosyltransferase-like 10
comp722	-
comp725	-
comp729	-
comp730	-
comp731	-
comp734	-
comp735	-
comp736	-
comp737	-
comp740	sp|Q03168;Lysosomal aspartic protease
comp745	-
comp746	-
comp750	-
comp751	-
comp758	sp|P26182;Actin
comp759	-
comp763	-
comp764	-
comp768	sp|Q5ZMM1;Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66
comp769	-
comp770	-
comp772	sp|Q5U374;Kelch-like protein 12
comp773	-
comp774	-
comp776	-
comp777	tr|L1JW39;Uncharacterized protein
comp778	-
comp780	-
comp781	tr|L1JXQ4;Uncharacterized protein
comp783	-
comp785	-
comp786	-
comp787	-
comp790	tr|D0UKR0;Acetyltransferase (Fragment)
comp791	tr|C1ACH2;Putative oxidoreductase
comp792	-
comp793	-
comp795	-
comp796	-
comp802	sp|P62972;Polyubiquitin (Fragment)
comp803	-
comp807	-
comp808	tr|K0SJ89;Uncharacterized protein
comp812	sp|P32874;Acetyl-CoA carboxylase, mitochondrial
comp815	-
comp818	-
comp819	-
comp823	tr|A8JGW9;Predicted protein
comp829	-
comp833	sp|Q50940;Carbonic anhydrase
comp836	-
comp842	-
comp844	-
comp845	-
comp846	tr|G4VFV2;Putative amine oxidase
comp847	sp|P21878;Uncharacterized protein in pdhA 5'region (Fragment)
comp848	-
comp853	-
comp855	-
comp860	sp|B4F753;Monoacylglycerol lipase ABHD12
comp861	sp|Q4MYZ4;40S ribosomal protein S3a
comp864	sp|Q46927;Uncharacterized protein YgdL
comp866	-
comp867	tr|K0RVQ1;Uncharacterized protein
comp871	-
comp872	-
comp873	-
comp874	sp|O13755;Putative fumarate reductase
comp876	sp|Q95032;S-adenosylmethionine synthase
comp877	-
comp879	-
comp886	-
comp887	tr|F4RV91;Peptidyl-prolyl cis-trans isomerase
comp891	-
comp892	-
comp893	-
comp894	sp|Q9XF62;13 kDa deflagellation-inducible protein
comp895	-
comp901	-
comp902	-
comp903	-
comp906	sp|P16157;Ankyrin-1
comp907	tr|F9RQT6;PKD domain-containing protein (Fragment)
comp908	-
comp913	-
comp920	-
comp922	sp|O13755;Putative fumarate reductase
comp923	-
comp924	-
comp929	-
comp931	sp|Q28085;Complement factor H
comp935	-
comp937	tr|C5K7W8;Putative uncharacterized protein
comp938	-
comp939	-
comp941	-
comp944	-
comp945	-
comp949	-
comp950	sp|Q9CAN0;Pentatricopeptide repeat-containing protein At1g63130, mitochondrial
comp952	sp|Q19673;Putative tyrosinase-like protein tyr-3
comp953	-
comp954	-
comp955	sp|Q3EAQ5;Probable peptide/nitrate transporter At3g43790
comp957	-
comp959	-
comp962	tr|A8JA15;Predicted protein of CLR family
comp968	sp|A8JF70;Outer dynein arm protein 1
comp969	-
comp971	-
comp973	-
comp976	-
comp977	-
comp981	-
comp984	-
comp985	-
comp988	-
comp991	-
comp993	sp|Q03149;Conidial yellow pigment biosynthesis polyketide synthase
comp994	-
comp998	tr|A4S4X3;Predicted protein
comp1000	sp|Q9P974;Eukaryotic translation initiation factor 4E
comp1001	-
comp1002	tr|Q01F65;Uncharacterized protein
comp1004	-
comp1005	tr|F0YDZ2;Putative uncharacterized protein
comp1007	sp|Q8MTI2;Putative surface protein bspA-like
comp1010	-
comp1011	-
comp1013	tr|C5M072;Putative uncharacterized protein
comp1015	sp|Q7L1I2;Synaptic vesicle glycoprotein 2B
comp1016	sp|Q54QQ0;Inosine-5'-monophosphate dehydrogenase
comp1017	-
comp1022	-
comp1024	-
comp1025	sp|O82261;Protease Do-like 2, chloroplastic
comp1026	-
comp1027	sp|Q9XI84;[Fructose-bisphosphate aldolase]-lysine N-methyltransferase, chloroplastic
comp1029	-
comp1030	tr|C5L005;Putative uncharacterized protein
comp1034	tr|Q9JS29;Putative set domain protein
comp1036	-
comp1037	-
comp1040	sp|B4N8G7;Protein cereblon homolog
comp1041	sp|P47179;Cell wall protein DAN4
comp1048	-
comp1050	-
comp1052	sp|Q9D6H2;Heat shock protein beta-11
comp1053	sp|P51567;Serine/threonine-protein kinase AFC2
